"ST_CASE","YEAR","MONTH","DAY_WEEK","HOUR","ST_CO_FIPS","CITY","LATITUDE","LONGITUD","VE_TOTAL","PERSONS","PERMVIT","PERNOTMVIT","FATALS","FUNC_SYS","TYP_INT","REL_ROAD","MAN_COLL","LGT_COND","WEATHER"
"360164",2015,"Mar","Sun",6,"36091","1209",99.9999,999.9999,2,7,"7","0",1,"Interstate","Not intersection","On road","Front collision","Dawn or dusk","Clear"
"360165",2015,"Jan","Sat",21,"36083","6110",42.71696111,-73.69213056,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360166",2015,"Jan","Sat",19,"36081","4170",40.75650278,-73.94720278,1,2,"2","1",1,"Minor arterial","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360167",2015,"Jan","Sat",19,"36081","4170",40.59930833,-73.76210278,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360168",2015,"Feb","Fri",19,"36047","4170",40.62798611,-74.03996667,1,1,"1","0",1,"Main arterial","3-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360169",2015,"Apr","Mon",7,"36025","0180",42.20036944,-74.81952778,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360170",2015,"Feb","Fri",7,"36081","4170",99.9999,999.9999,1,2,"2","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360171",2015,"Apr","Sat",6,"36083","1648",42.64414167,-73.69837778,2,2,"2","0",1,"Main arterial","4-way intersection","On road","Angled collision","Dawn or dusk","Clear"
"360172",2015,"Apr","Sun",4,"36059","2600",40.671675,-73.610775,1,1,"1","0",1,"Local road","4-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360173",2015,"Apr","Mon",5,"36029","5940",42.553025,-78.72157778,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360174",2015,"Apr","Wed",23,"36055","5230",43.18686667,-77.61368611,1,2,"2","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360175",2015,"Apr","Sun",22,"36047","4170",40.67729722,-73.93025833,2,1,"1","0",1,"Local road","4-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360176",2015,"Jan","Mon",22,"36047","4170",40.64138889,-73.98906389,1,1,"1","2",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360177",2015,"Apr","Sat",11,"36047","4170",40.68063611,-73.95336111,1,1,"1","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360178",2015,"Apr","Thu",21,"36005","4170",40.90588611,-73.90435833,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360179",2015,"Apr","Tue",19,"36079","0630",99.9999,999.9999,2,2,"2","0",1,"Interstate","Not intersection","On road","Front collision","Daylight","Foggy or cloudy"
"360180",2015,"Mar","Mon",0,"36103","2920",40.80435556,-73.28712222,1,2,"2","0",1,"Main arterial","3-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360181",2015,"Mar","Sat",5,"36103","1337",99.9999,999.9999,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Precipitation"
"360182",2015,"Apr","Sat",1,"36005","4170",40.88143889,-73.84873611,2,4,"4","0",1,"Local road","4-way intersection","On road","Angled collision","Dark","Clear"
"360183",2015,"Mar","Sun",17,"36103","0705",40.92182222,-73.01711111,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360184",2015,"Mar","Tue",13,"36103","3103",40.83854444,-73.11184722,1,1,"1","0",1,"Local road","3-way intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360185",2015,"Mar","Sat",3,"36103","0705",40.81188611,-73.08384722,1,2,"2","0",2,"Local road","3-way intersection","Beside road","Non-vehicle collision","Dark","Precipitation"
"360186",2015,"Mar","Mon",23,"36103","0705",40.87299722,-73.123775,1,1,"1","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360187",2015,"Mar","Mon",15,"36103","1549",40.79565278,-73.29739167,4,5,"5","0",1,"Local road","4-way intersection","On road","Front collision","Daylight","Foggy or cloudy"
"360188",2015,"Mar","Fri",23,"36059","4090",40.77150833,-73.62573611,2,5,"5","0",2,"Main arterial","Not intersection","On road","Rear or side collision","Dark","Clear"
"360189",2015,"Mar","Fri",0,"36103","5769",40.86048889,-73.21509167,2,2,"2","0",1,"Main arterial","Not intersection","On road","Angled collision","Dark","Clear"
"360190",2015,"Mar","Sat",6,"36009","6823",42.46827222,-78.48180278,2,3,"3","0",1,"Minor arterial","Not intersection","On road","Front collision","Dark","Precipitation"
"360191",2015,"Apr","Sat",21,"36089","5339",44.36130833,-75.08352778,1,5,"5","0",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360192",2015,"Apr","Sun",10,"36061","4170",40.71379444,-74.00884444,2,2,"2","0",1,"Main arterial","4-way intersection","On road","Front collision","Daylight","Clear"
"360193",2015,"Apr","Mon",19,"36059","3120",40.76802222,-73.70240278,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360194",2015,"Apr","Sat",21,"36071","0814",41.47333056,-74.21019444,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Clear"
"360195",2015,"Apr","Tue",13,"36025","2487",42.21895,-74.92661667,1,2,"2","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360196",2015,"Apr","Mon",19,"36081","4170",40.68029167,-73.84441111,1,1,"1","0",1,"Local road","Other intersection type","Beside road","Non-vehicle collision","Dawn or dusk","Precipitation"
"360197",2015,"Apr","Tue",5,"36047","4170",99.9999,999.9999,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Precipitation"
"360198",2015,"Apr","Fri",20,"36023","1380",42.51051111,-76.19691667,1,6,"6","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360199",2015,"Apr","Fri",20,"36027","4885",41.73250556,-73.83735,1,1,"1","2",1,"Main arterial","3-way intersection","On road","Non-vehicle collision","Dark","Precipitation"
"360200",2015,"Apr","Wed",10,"36067","0810",43.03193056,-76.27370833,2,2,"2","0",1,"Local road","Not intersection","On road","Front collision","Daylight","Precipitation"
"360201",2015,"Apr","Tue",9,"36103","0160",40.67923611,-73.41821667,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360202",2015,"Apr","Fri",9,"36059","4450",40.76760833,-73.62560833,2,2,"2","0",1,"Main arterial","Not intersection","On road","Rear or side collision","Daylight","Clear"
"360203",2015,"Feb","Thu",18,"36115","2440",43.10208333,-73.52378333,2,2,"2","2",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360204",2015,"Apr","Sat",19,"36097","0478",42.27765833,-77.08867222,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Clear"
"360205",2015,"Apr","Sat",3,"36081","4170",40.68639722,-73.78425556,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360206",2015,"Apr","Sun",19,"36085","4170",40.57623611,-74.10033333,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360207",2015,"Apr","Sat",7,"36007","3453",42.18400556,-76.05192222,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360208",2015,"Apr","Sun",5,"36047","4170",40.69938611,-73.95335,4,3,"3","0",1,"Main arterial","4-way intersection","On road","Angled collision","Dawn or dusk","Clear"
"360209",2015,"Apr","Tue",1,"36081","4170",40.74219167,-73.80268056,1,2,"2","0",2,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360210",2015,"Apr","Thu",13,"36103","5680",40.91544722,-72.89126389,1,2,"2","0",2,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360211",2015,"Apr","Thu",0,"36047","4170",40.64326667,-73.87605833,6,9,"9","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Clear"
"360212",2015,"Apr","Wed",15,"36027","3770",41.969025,-73.54198333,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360213",2015,"Apr","Thu",22,"36067","4310",43.12511667,-76.13893056,1,1,"1","1",1,"Minor arterial","3-way intersection","On road","Non-vehicle collision","Dark","Precipitation"
"360214",2015,"Feb","Fri",3,"36119","6820",40.99303333,-73.83792222,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Foggy or cloudy"
"360215",2015,"May","Sat",2,"36075","5450",43.64226389,-76.10210556,1,2,"2","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360216",2015,"May","Sat",15,"36049","1310",43.54969722,-75.51610278,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360217",2015,"May","Fri",1,"36055","5230",43.20389722,-77.65692778,2,1,"1","0",1,"Main arterial","3-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360218",2015,"May","Sat",4,"36029","6642",99.9999,999.9999,2,3,"3","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Clear"
"360219",2015,"May","Sun",22,"36005","4170",40.84138611,-73.82581667,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360220",2015,"May","Sun",0,"36057","0170",42.93725833,-74.17780556,2,3,"3","0",1,"Main arterial","4-way intersection","On road","Angled collision","Dark","Foggy or cloudy"
"360221",2015,"Apr","Mon",12,"36059","4600",40.7817,-73.55921944,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360222",2015,"May","Sun",22,"36059","2160",40.653775,-73.56909167,1,1,"1","2",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360223",2015,"May","Tue",4,"36059","4600",40.67590278,-73.47465278,2,3,"3","0",1,"Main arterial","4-way intersection","On road","Front collision","Dark","Clear"
"360224",2015,"May","Mon",19,"36047","4170",40.64231111,-73.89916944,2,4,"4","0",1,"Local road","Not intersection","On road","Angled collision","Daylight","Clear"
"360225",2015,"May","Tue",11,"36079","4682",41.46886667,-73.6405,1,1,"1","1",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360226",2015,"May","Wed",11,"36011","3839",42.96302222,-76.73388889,1,2,"2","0",1,"Local road","4-way intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360227",2015,"Mar","Sat",2,"36103","0145",40.98020278,-72.15077778,1,1,"1","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360228",2015,"May","Sat",16,"36055","3681",42.96914444,-77.50269722,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360229",2015,"Apr","Wed",17,"36055","1930",43.0436,-77.46506667,3,6,"6","0",1,"Minor arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360230",2015,"Apr","Wed",19,"36093","5315",42.82152778,-74.07054444,2,4,"4","0",1,"Minor arterial","4-way intersection","On road","Angled collision","Dawn or dusk","Clear"
"360231",2015,"May","Wed",15,"36061","4170",40.82468056,-73.93695,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360232",2015,"May","Fri",19,"36101","1250",42.51051944,-77.51676111,2,2,"2","0",1,"Interstate","Not intersection","On road","Front collision","Daylight","Clear"
"360233",2015,"May","Sun",1,"36047","4170",40.66051667,-73.99805278,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360234",2015,"May","Mon",22,"36081","4170",40.68784722,-73.82536111,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360235",2015,"May","Wed",21,"36049","2452",43.69888056,-75.36715556,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360236",2015,"May","Mon",8,"36063","3340",43.16456944,-78.68733889,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360237",2015,"May","Sat",11,"36055","0652",43.14043056,-77.54140278,1,1,"1","0",1,"Interstate","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360238",2015,"May","Mon",19,"36101","4620",99.9999,999.9999,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360239",2015,"May","Wed",8,"36007","0540",42.13126944,-75.90586944,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360240",2015,"May","Tue",12,"36005","4170",40.84721389,-73.91269444,2,2,"2","0",1,"Main arterial","Not intersection","On road","Angled collision","Daylight","Clear"
"360241",2015,"Apr","Wed",16,"36121","6810",42.81648333,-78.09886667,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360242",2015,"Apr","Fri",11,"36103","4670",40.76565278,-73.01511944,1,3,"3","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Precipitation"
"360243",2015,"Apr","Mon",20,"36103","1337",40.87296389,-72.98595,1,1,"1","1",1,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Precipitation"
"360244",2015,"May","Wed",9,"36011","6520",43.05571389,-76.55339722,1,1,"1","0",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360245",2015,"Apr","Tue",20,"36103","0705",40.81596667,-73.025075,2,3,"3","0",1,"Local road","Not intersection","On road","Rear or side collision","Dark","Clear"
"360246",2015,"Apr","Wed",22,"36103","2840",99.9999,999.9999,1,1,"1","1",1,"Interstate","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360247",2015,"Apr","Thu",17,"36071","6163",41.19034722,-74.18136944,2,3,"3","0",1,"Interstate","Not intersection","On road","Front collision","Daylight","Clear"
"360248",2015,"May","Sun",10,"36111","6491",41.70163611,-74.40961389,2,8,"8","0",3,"Main arterial","3-way intersection","On road","Angled collision","Daylight","Clear"
"360249",2015,"May","Sun",9,"36111","4875",41.63736111,-74.1364,1,1,"1","0",1,"Local road","4-way intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360250",2015,"Mar","Sat",4,"36067","6010",43.06660833,-76.16475556,1,3,"3","0",1,"Interstate","Not intersection","Other location","Non-vehicle collision","Dark","Clear"
"360251",2015,"May","Mon",8,"36091","1209",42.89545278,-73.78127222,2,5,"5","0",1,"Interstate","Not intersection","On road","Rear or side collision","Daylight","Clear"
"360252",2015,"May","Mon",15,"36021","2265",42.15741389,-73.87253889,4,5,"5","0",1,"Minor arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360253",2015,"May","Sat",14,"36061","4170",40.76424167,-73.97098333,1,4,"4","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360254",2015,"Jan","Wed",18,"36063","4210",43.09216389,-78.96174444,1,1,"1","1",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360255",2015,"May","Fri",17,"36047","4170",40.65829167,-73.88936389,2,3,"3","0",1,"Local road","Not intersection","On road","Angled collision","Daylight","Clear"
"360256",2015,"May","Wed",18,"36117","6760",43.18103889,-76.82100833,2,3,"3","0",1,"Local road","3-way intersection","On road","Front collision","Daylight","Clear"
"360257",2015,"May","Mon",14,"36111","2680",41.74210833,-73.96420833,3,4,"4","0",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360258",2015,"May","Wed",9,"36005","4170",40.82715,-73.87012778,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360259",2015,"Apr","Thu",12,"36081","4170",40.67350556,-73.80738889,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360260",2015,"Apr","Wed",14,"36045","1900",44.08256944,-75.80341111,2,2,"2","0",1,"Main arterial","Not intersection","On road","Angled collision","Daylight","Clear"
"360261",2015,"May","Thu",14,"36087","4063",99.9999,999.9999,2,5,"5","0",1,"Main arterial","3-way intersection","On road","Angled collision","Daylight","Clear"
"360262",2015,"May","Sat",16,"36105","1242",41.71096389,-75.04825,1,2,"2","0",2,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360263",2015,"Jan","Wed",9,"36039","0970",42.26255,-73.935575,2,3,"3","0",1,"Minor arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360264",2015,"May","Sat",6,"36055","6510",43.24970833,-77.48564722,1,2,"2","0",2,"Local road","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Foggy or cloudy"
